 ,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
233,156,66.6690,22.0974,8.9886,11.1092,0.4410,2.4584,0.4068,0.6842
234,125,55.5980,15.9613,9.9713,87.2330,0.5082,1.6007,0.6247,0.6887
235,405,75.0122,24.8503,20.7507,179.4106,0.9045,1.1976,0.8350,0.9386
236,856,117.8823,42.2409,25.8018,114.1415,0.7741,1.6371,0.6108,0.9289
237,636,101.3970,32.1874,25.1583,167.2967,0.7774,1.2794,0.7816,0.9125
238,621,99.1543,30.9384,25.5567,95.3061,0.7937,1.2106,0.8261,0.9207
239,106,51.6985,18.4571,7.3123,23.6748,0.4984,2.5241,0.3962,0.6773
240,177,76.0833,22.1164,10.1899,175.5764,0.3842,2.1704,0.4607,0.6401
241,870,117.1543,42.1945,26.2527,97.6772,0.7965,1.6072,0.6222,0.9467
242,496,85.8406,26.0510,24.2419,51.8153,0.8459,1.0746,0.9306,0.9367
243,533,88.8112,27.2696,24.8862,23.5668,0.8492,1.0958,0.9126,0.9302
244,724,111.0538,36.3233,25.3784,39.3652,0.7377,1.4313,0.6987,0.9118
245,558,98.1838,33.2920,21.3405,96.9646,0.7274,1.5600,0.6410,0.9133
246,340,72.0416,24.1967,17.8909,91.7098,0.8232,1.3525,0.7394,0.9392
247,456,78.4264,25.0154,23.2096,174.7127,0.9316,1.0778,0.9278,0.9490
248,508,84.4264,26.6831,24.2403,113.4442,0.8956,1.1008,0.9085,0.9469
249,697,106.0833,34.1238,26.0067,88.8341,0.7783,1.3121,0.7621,0.9287
250,418,88.4264,26.0682,20.4163,58.2969,0.6718,1.2768,0.7832,0.8951
251,86,45.7990,18.3608,5.9637,95.5362,0.5152,3.0787,0.3248,0.8350
252,501,86.5685,26.8938,23.7190,102.8805,0.8401,1.1338,0.8820,0.9167
253,645,100.9117,31.7504,25.8655,116.2158,0.7960,1.2275,0.8147,0.9382
254,506,83.8406,25.8859,24.8884,158.7143,0.9046,1.0401,0.9615,0.9432
255,370,73.9411,24.7130,19.0628,101.5694,0.8504,1.2964,0.7714,0.9355
256,521,88.9117,27.6266,24.0116,83.0779,0.8282,1.1506,0.8691,0.9270
257,330,73.2132,23.2539,18.0687,99.4582,0.7737,1.2870,0.7770,0.9270
258,593,96.0833,28.8540,26.1673,33.1920,0.8072,1.1027,0.9069,0.9244
259,587,92.3259,28.7687,25.9793,0.4419,0.8654,1.1074,0.9030,0.9325
260,444,79.4975,24.8260,22.7712,124.1658,0.8828,1.0902,0.9172,0.9289
261,566,94.9117,28.3902,25.3839,19.9484,0.7896,1.1184,0.8941,0.9233
262,438,80.5269,27.4260,20.3340,9.0940,0.8488,1.3488,0.7414,0.9542
263,433,79.0122,24.1230,22.8542,4.2754,0.8716,1.0555,0.9474,0.9292
264,506,88.4264,27.3602,23.5474,159.4577,0.8132,1.1619,0.8606,0.9200
265,643,98.4264,32.0292,25.5609,153.4163,0.8341,1.2531,0.7980,0.9319
266,1029,137.7817,46.4230,28.2223,174.8811,0.6811,1.6449,0.6079,0.8925
267,552,89.2548,28.8029,24.4013,0.7397,0.8707,1.1804,0.8472,0.9404
268,569,91.3970,27.8431,26.0198,83.5554,0.8560,1.0701,0.9345,0.9260
269,481,89.6396,29.4679,20.7829,30.7208,0.7522,1.4179,0.7053,0.8999
270,444,82.5269,28.2476,20.0130,174.5003,0.8192,1.4115,0.7085,0.9338
271,418,82.9117,26.4691,20.1070,54.0572,0.7641,1.3164,0.7596,0.8980
272,502,84.8112,26.7999,23.8496,32.3204,0.8770,1.1237,0.8899,0.9279
273,140,52.4264,16.6602,10.6994,48.9584,0.6401,1.5571,0.6422,0.8140
274,217,68.8701,28.8098,9.5902,171.9471,0.5749,3.0041,0.3329,0.8460
275,479,82.0833,25.3092,24.0972,150.0581,0.8934,1.0503,0.9521,0.9365
276,86,52.5269,19.2601,5.6853,62.0235,0.3917,3.3877,0.2952,0.7288
277,495,82.9117,26.1467,24.1045,88.3666,0.9049,1.0847,0.9219,0.9384
278,403,79.0122,26.9169,19.0630,148.8129,0.8112,1.4120,0.7082,0.9159
279,533,95.1543,27.8287,24.3862,76.2151,0.7397,1.1412,0.8763,0.8854
280,539,86.6690,27.7404,24.7393,177.7772,0.9017,1.1213,0.8918,0.9431
281,491,89.8823,28.8011,21.7061,21.9664,0.7637,1.3269,0.7537,0.8976
282,423,79.1127,25.5211,21.1034,166.0634,0.8493,1.2093,0.8269,0.9549
283,507,83.2548,25.9625,24.8640,19.0225,0.9192,1.0442,0.9577,0.9494
284,282,78.5685,25.9724,13.8244,150.5536,0.5741,1.8787,0.5323,0.8494
285,490,83.2548,26.8275,23.2555,7.0363,0.8884,1.1536,0.8669,0.9423
286,412,76.6690,23.8602,21.9854,20.2674,0.8808,1.0853,0.9214,0.9526
287,706,109.3970,34.8013,25.8297,163.5391,0.7413,1.3473,0.7422,0.9104
288,396,76.3259,25.9847,19.4038,144.6300,0.8542,1.3392,0.7467,0.9417
289,595,99.8406,29.1133,26.0217,143.5531,0.7501,1.1188,0.8938,0.9225
290,865,113.0538,35.1065,31.3718,28.1106,0.8505,1.1190,0.8936,0.9271
291,92,44.2843,16.0703,7.2891,97.8908,0.5895,2.2047,0.4536,0.8070
292,531,86.0833,27.3213,24.7459,4.9953,0.9005,1.1041,0.9057,0.9415
293,143,55.3553,15.5562,11.7042,29.9804,0.5864,1.3291,0.7524,0.7989
294,360,74.2843,22.7097,20.1838,34.7687,0.8198,1.1251,0.8888,0.9254
295,372,70.4264,22.8607,20.7187,83.9871,0.9425,1.1034,0.9063,0.9466
296,707,102.9117,31.5859,28.4994,27.6438,0.8389,1.1083,0.9023,0.9389
297,433,82.7696,27.9384,19.7332,0.8622,0.7942,1.4158,0.7063,0.9372
298,117,48.3848,18.1688,8.1991,169.8850,0.6280,2.2159,0.4513,0.8830
299,1292,154.2670,52.1276,31.5577,54.5767,0.6822,1.6518,0.6054,0.8895
300,470,81.9411,25.9301,23.0783,89.8931,0.8796,1.1236,0.8900,0.9514
301,456,83.5980,25.3906,22.8666,170.6057,0.8199,1.1104,0.9006,0.9231
302,460,80.6690,25.6308,22.8510,82.6123,0.8883,1.1216,0.8915,0.9446
303,476,82.1838,25.4185,23.8433,148.3021,0.8856,1.0661,0.9380,0.9361
304,547,87.8406,27.0686,25.7295,169.1680,0.8909,1.0520,0.9505,0.9447
305,615,98.0833,30.9319,25.3150,5.0501,0.8033,1.2219,0.8184,0.9304
306,517,91.5980,31.4246,20.9474,0.4205,0.7743,1.5002,0.6666,0.9167
307,552,92.0833,29.9542,23.4634,100.0963,0.8181,1.2766,0.7833,0.9208
308,453,79.4975,24.8844,23.1783,84.3679,0.9007,1.0736,0.9314,0.9331
309,583,103.0122,35.2235,21.0740,91.2053,0.6904,1.6714,0.5983,0.8887
310,795,116.0833,37.9499,26.6726,47.3529,0.7414,1.4228,0.7028,0.9138
311,272,114.3675,30.1385,11.4910,155.6702,0.2613,2.6228,0.3813,0.5005
312,87,39.2132,14.6192,7.5771,45.5910,0.7110,1.9294,0.5183,0.8447
313,214,86.9117,27.0229,10.0831,83.2991,0.3560,2.6800,0.3731,0.5831
